SourceFile,FG BOM,SemiBOM,SourceRow,Path,StoneSKU,StoneType,ProductName,LineQty,PathMultiplier,EffectiveStoneCount,LineWeightGram,UnitStoneWeightGram,EffectiveWeightGram
F_BOMLevelTable_639247799493651840.xlsx,1012020002030105,2GD012020002030105Z,14,2GD012020002030105Z > 3080965,3080965,Artificial stone,SA-CR-18 :,1.0,1.0,1.0,0.73,0.73,0.73
F_BOMLevelTable_639247799493651840.xlsx,1012020002030105,2GD012020002030105Z,15,2GD012020002030105Z > 3080419,3080419,Artificial stone,CZ-40 :Whi,1.0,1.0,1.0,0.018,0.018,0.018
F_BOMLevelTable_639247799493651840.xlsx,1012020002030205,2GD012020002030205Z,22,2GD012020002030205Z > 3040050,3040050,Pearl,WH-MP-02 :,1.0,1.0,1.0,0.717,0.717,0.717
F_BOMLevelTable_639247799493651840.xlsx,1012020002030205,2GD012020002030205Z,23,2GD012020002030205Z > 3080419,3080419,Artificial stone,CZ-40 :Whi,1.0,1.0,1.0,0.018,0.018,0.018
F_BOMLevelTable_639247799493651840.xlsx,1012020026010209,2GC012020026010209Z,46,2GC012020026010209Z > 2DB012020026010209Z > 2VD012020026010209Z > 3050239,3050239,Diamond,F-G/VS2BC1,2.0,1.0,2.0,0.0106,0.0053,0.0106
F_BOMLevelTable_639247799493651840.xlsx,1012020026010209,2GC012020026010209Z,47,2GC012020026010209Z > 2DB012020026010209Z > 2VD012020026010209Z > 3050243,3050243,Diamond,F-G/VS2BC2,2.0,1.0,2.0,0.0168,0.0084,0.0168
F_BOMLevelTable_639247799493651840.xlsx,1012020026010209,2GC012020026010209Z,48,2GC012020026010209Z > 2DB012020026010209Z > 2VD012020026010209Z > 3050247,3050247,Diamond,F-G/VS2BC2,1.0,1.0,1.0,0.02,0.02,0.02
F_BOMLevelTable_639247799493651840.xlsx,1012020026010209,2DB012020026010209Z,46,2DB012020026010209Z > 2VD012020026010209Z > 3050239,3050239,Diamond,F-G/VS2BC1,2.0,1.0,2.0,0.0106,0.0053,0.0106
F_BOMLevelTable_639247799493651840.xlsx,1012020026010209,2DB012020026010209Z,47,2DB012020026010209Z > 2VD012020026010209Z > 3050243,3050243,Diamond,F-G/VS2BC2,2.0,1.0,2.0,0.0168,0.0084,0.0168
F_BOMLevelTable_639247799493651840.xlsx,1012020026010209,2DB012020026010209Z,48,2DB012020026010209Z > 2VD012020026010209Z > 3050247,3050247,Diamond,F-G/VS2BC2,1.0,1.0,1.0,0.02,0.02,0.02
F_BOMLevelTable_639247799493651840.xlsx,1012020026010209,2VD012020026010209Z,46,2VD012020026010209Z > 3050239,3050239,Diamond,F-G/VS2BC1,2.0,1.0,2.0,0.0106,0.0053,0.0106
F_BOMLevelTable_639247799493651840.xlsx,1012020026010209,2VD012020026010209Z,47,2VD012020026010209Z > 3050243,3050243,Diamond,F-G/VS2BC2,2.0,1.0,2.0,0.0168,0.0084,0.0168
F_BOMLevelTable_639247799493651840.xlsx,1012020026010209,2VD012020026010209Z,48,2VD012020026010209Z > 3050247,3050247,Diamond,F-G/VS2BC2,1.0,1.0,1.0,0.02,0.02,0.02
F_BOMLevelTable_639247799493651840.xlsx,1012020026030209,2GC012020026030209Z,57,2GC012020026030209Z > 2VD012020026030209Z > 3050239,3050239,Diamond,F-G/VS2BC1,2.0,1.0,2.0,0.0106,0.0053,0.0106
F_BOMLevelTable_639247799493651840.xlsx,1012020026030209,2GC012020026030209Z,58,2GC012020026030209Z > 2VD012020026030209Z > 3050243,3050243,Diamond,F-G/VS2BC2,2.0,1.0,2.0,0.0168,0.0084,0.0168
F_BOMLevelTable_639247799493651840.xlsx,1012020026030209,2GC012020026030209Z,59,2GC012020026030209Z > 2VD012020026030209Z > 3050247,3050247,Diamond,F-G/VS2BC2,1.0,1.0,1.0,0.02,0.02,0.02
F_BOMLevelTable_639247799493651840.xlsx,1012020026030209,2VD012020026030209Z,57,2VD012020026030209Z > 3050239,3050239,Diamond,F-G/VS2BC1,2.0,1.0,2.0,0.0106,0.0053,0.0106
F_BOMLevelTable_639247799493651840.xlsx,1012020026030209,2VD012020026030209Z,58,2VD012020026030209Z > 3050243,3050243,Diamond,F-G/VS2BC2,2.0,1.0,2.0,0.0168,0.0084,0.0168
F_BOMLevelTable_639247799493651840.xlsx,1012020026030209,2VD012020026030209Z,59,2VD012020026030209Z > 3050247,3050247,Diamond,F-G/VS2BC2,1.0,1.0,1.0,0.02,0.02,0.02
F_BOMLevelTable_639247799493651840.xlsx,1012030000030104,2XI012030000030104A,68,2XI012030000030104A > 2VD012030000030100A > 3080368,3080368,Artificial stone,CZ-04 :Whi,2.0,1.0,2.0,0.012,0.006,0.012
F_BOMLevelTable_639247799493651840.xlsx,1012030000030104,2XI012030000030104B,70,2XI012030000030104B > 2VD012030000030100B > 3080368,3080368,Artificial stone,CZ-04 :Whi,2.0,1.0,2.0,0.012,0.006,0.012
F_BOMLevelTable_639247799493651840.xlsx,1012030000030104,2VD012030000030100A,68,2VD012030000030100A > 3080368,3080368,Artificial stone,CZ-04 :Whi,2.0,1.0,2.0,0.012,0.006,0.012
F_BOMLevelTable_639247799493651840.xlsx,1012030000030104,2VD012030000030100B,70,2VD012030000030100B > 3080368,3080368,Artificial stone,CZ-04 :Whi,2.0,1.0,2.0,0.012,0.006,0.012
F_BOMLevelTable_639247799493651840.xlsx,1012030000030105,2XI012030000030105A,89,2XI012030000030105A > 2VD012030000030100A > 3080368,3080368,Artificial stone,CZ-04 :Whi,2.0,1.0,2.0,0.012,0.006,0.012
F_BOMLevelTable_639247799493651840.xlsx,1012030000030105,2XI012030000030105B,91,2XI012030000030105B > 2VD012030000030100B > 3080368,3080368,Artificial stone,CZ-04 :Whi,2.0,1.0,2.0,0.012,0.006,0.012
F_BOMLevelTable_639247799493651840.xlsx,1012030000030105,2VD012030000030100A,89,2VD012030000030100A > 3080368,3080368,Artificial stone,CZ-04 :Whi,2.0,1.0,2.0,0.012,0.006,0.012
F_BOMLevelTable_639247799493651840.xlsx,1012030000030105,2VD012030000030100B,91,2VD012030000030100B > 3080368,3080368,Artificial stone,CZ-04 :Whi,2.0,1.0,2.0,0.012,0.006,0.012
F_BOMLevelTable_639247799493651840.xlsx,1012030003030109,2VD012030003030109Z,107,2VD012030003030109Z > 3050235,3050235,Diamond,F-G/VS2BC1,1.0,1.0,1.0,0.0033,0.0033,0.0033
F_BOMLevelTable_639247799493651840.xlsx,1012030003030109,2VD012030003030109Z,108,2VD012030003030109Z > 3050241,3050241,Diamond,F-G/VS2BC2,2.0,1.0,2.0,0.013,0.0065,0.013
F_BOMLevelTable_639247799493651840.xlsx,1012030003030109,2VD012030003030109Z,109,2VD012030003030109Z > 3050243,3050243,Diamond,F-G/VS2BC2,2.0,1.0,2.0,0.0168,0.0084,0.0168
F_BOMLevelTable_639247799493651840.xlsx,1012030003030109,2VD012030003030109Z,110,2VD012030003030109Z > 3050244,3050244,Diamond,F-G/VS2BC2,2.0,1.0,2.0,0.02,0.01,0.02
F_BOMLevelTable_639247799493651840.xlsx,1012030003030109,2VD012030003030109Z,111,2VD012030003030109Z > 3050247,3050247,Diamond,F-G/VS2BC2,1.0,1.0,1.0,0.02,0.02,0.02
F_BOMLevelTable_639247799493651840.xlsx,1012040026010209,2VD012040026010209Z,129,2VD012040026010209Z > 3050243,3050243,Diamond,F-G/VS2BC2,2.0,1.0,2.0,0.0168,0.0084,0.0168
F_BOMLevelTable_639247799493651840.xlsx,1012040026010209,2VD012040026010209Z,130,2VD012040026010209Z > 3050247,3050247,Diamond,F-G/VS2BC2,1.0,1.0,1.0,0.02,0.02,0.02
F_BOMLevelTable_639247799493651840.xlsx,1012050002010113,2GD012050002010113Z,143,2GD012050002010113Z > 3040099,3040099,Pearl,WH-PL-52 :,1.0,1.0,1.0,0.016,0.016,0.016
F_BOMLevelTable_639247799493651840.xlsx,1012050002010113,2GD012050002010113Z,144,2GD012050002010113Z > 3040072,3040072,Pearl,WH-PL-20:,1.0,1.0,1.0,0.006,0.006,0.006
F_BOMLevelTable_639247799493651840.xlsx,1012050002010113,2GD012050002010113Z,145,2GD012050002010113Z > 3040104,3040104,Pearl,WH-PL-57 :,1.0,1.0,1.0,0.005,0.005,0.005
F_BOMLevelTable_639247799493651840.xlsx,1012050026010209,2VD012050026010209Z,153,2VD012050026010209Z > 3050247,3050247,Diamond,F-G/VS2BC2,1.0,1.0,1.0,0.02,0.02,0.02
F_BOMLevelTable_639247799493651840.xlsx,1012050O02010113,2GD012050002010113Z,172,2GD012050002010113Z > 3040099,3040099,Pearl,WH-PL-52 :,1.0,1.0,1.0,0.016,0.016,0.016
F_BOMLevelTable_639247799493651840.xlsx,1012050O02010113,2GD012050002010113Z,173,2GD012050002010113Z > 3040072,3040072,Pearl,WH-PL-20:,1.0,1.0,1.0,0.006,0.006,0.006
F_BOMLevelTable_639247799493651840.xlsx,1012050O02010113,2GD012050002010113Z,174,2GD012050002010113Z > 3040104,3040104,Pearl,WH-PL-57 :,1.0,1.0,1.0,0.005,0.005,0.005
F_BOMLevelTable_639247799493651840.xlsx,1012060000030105,2VD012060000030100Z,181,2VD012060000030100Z > 3080368,3080368,Artificial stone,CZ-04 :Whi,1.0,1.0,1.0,0.006,0.006,0.006
F_BOMLevelTable_639247799493651840.xlsx,1012060002010113,2GD012060002010113Z,188,2GD012060002010113Z > 3040100,3040100,Pearl,WH-PL-53 :,1.0,1.0,1.0,0.051,0.051,0.051
F_BOMLevelTable_639247799493651840.xlsx,1012060002010113,2GD012060002010113Z,190,2GD012060002010113Z > 3040099,3040099,Pearl,WH-PL-52 :,1.0,1.0,1.0,0.016,0.016,0.016
F_BOMLevelTable_639247799493651840.xlsx,1012060002010113,2GD012060002010113Z,191,2GD012060002010113Z > 3040102,3040102,Pearl,WH-PL-55 :,1.0,1.0,1.0,0.008,0.008,0.008
F_BOMLevelTable_639247799493651840.xlsx,1012060003030104,2GC012060003030104Z,198,2GC012060003030104Z > 2VD012060003030100Z > 3080403,3080403,Artificial stone,CZ-20 :Whi,20.0,1.0,20.0,0.05,0.0025,0.05
F_BOMLevelTable_639247799493651840.xlsx,1012060003030104,2VD012060003030100Z,198,2VD012060003030100Z > 3080403,3080403,Artificial stone,CZ-20 :Whi,20.0,1.0,20.0,0.05,0.0025,0.05
F_BOMLevelTable_639247799493651840.xlsx,1012060003030105,2GC012060003030105Z,206,2GC012060003030105Z > 2VD012060003030100Z > 3080403,3080403,Artificial stone,CZ-20 :Whi,20.0,1.0,20.0,0.05,0.0025,0.05
F_BOMLevelTable_639247799493651840.xlsx,1012060003030105,2VD012060003030100Z,206,2VD012060003030100Z > 3080403,3080403,Artificial stone,CZ-20 :Whi,20.0,1.0,20.0,0.05,0.0025,0.05
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2GD012060026030100A,243,2GD012060026030100A > 2VD012060026030100A > 3080371,3080371,Artificial stone,CZ-09 :Whi,2.0,1.0,2.0,0.0066,0.0033,0.0066
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2GD012060026030100A,244,2GD012060026030100A > 2VD012060026030100A > 3080369,3080369,Artificial stone,CZ-05 :Whi,2.0,1.0,2.0,0.048,0.024,0.048
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2GD012060026030100A,245,2GD012060026030100A > 2VD012060026030100A > 3080420,3080420,Artificial stone,CZ-42 :Whi,1.0,1.0,1.0,0.018,0.018,0.018
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2GD012060026030100A,246,2GD012060026030100A > 2VD012060026030100A > 3080367,3080367,Artificial stone,CZ-03 :Whi,1.0,1.0,1.0,0.0128,0.0128,0.0128
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2GD012060026030100A,239,2GD012060026030100A > 3081210,3081210,Artificial stone,"BW453, dro",1.0,1.0,1.0,0.0,,
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2GD012060026030100B,248,2GD012060026030100B > 2VD012060026030100B > 3080371,3080371,Artificial stone,CZ-09 :Whi,2.0,1.0,2.0,0.0066,0.0033,0.0066
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2GD012060026030100B,249,2GD012060026030100B > 2VD012060026030100B > 3080369,3080369,Artificial stone,CZ-05 :Whi,2.0,1.0,2.0,0.048,0.024,0.048
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2GD012060026030100B,250,2GD012060026030100B > 2VD012060026030100B > 3080420,3080420,Artificial stone,CZ-42 :Whi,1.0,1.0,1.0,0.018,0.018,0.018
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2GD012060026030100B,251,2GD012060026030100B > 2VD012060026030100B > 3080367,3080367,Artificial stone,CZ-03 :Whi,1.0,1.0,1.0,0.0128,0.0128,0.0128
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2GD012060026030100B,242,2GD012060026030100B > 3081210,3081210,Artificial stone,"BW453, dro",1.0,1.0,1.0,0.0,,
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2VD012060026030100A,243,2VD012060026030100A > 3080371,3080371,Artificial stone,CZ-09 :Whi,2.0,1.0,2.0,0.0066,0.0033,0.0066
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2VD012060026030100A,244,2VD012060026030100A > 3080369,3080369,Artificial stone,CZ-05 :Whi,2.0,1.0,2.0,0.048,0.024,0.048
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2VD012060026030100A,245,2VD012060026030100A > 3080420,3080420,Artificial stone,CZ-42 :Whi,1.0,1.0,1.0,0.018,0.018,0.018
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2VD012060026030100A,246,2VD012060026030100A > 3080367,3080367,Artificial stone,CZ-03 :Whi,1.0,1.0,1.0,0.0128,0.0128,0.0128
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2VD012060026030100B,248,2VD012060026030100B > 3080371,3080371,Artificial stone,CZ-09 :Whi,2.0,1.0,2.0,0.0066,0.0033,0.0066
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2VD012060026030100B,249,2VD012060026030100B > 3080369,3080369,Artificial stone,CZ-05 :Whi,2.0,1.0,2.0,0.048,0.024,0.048
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2VD012060026030100B,250,2VD012060026030100B > 3080420,3080420,Artificial stone,CZ-42 :Whi,1.0,1.0,1.0,0.018,0.018,0.018
F_BOMLevelTable_639247799493651840.xlsx,1012060026030105,2VD012060026030100B,251,2VD012060026030100B > 3080367,3080367,Artificial stone,CZ-03 :Whi,1.0,1.0,1.0,0.0128,0.0128,0.0128
F_BOMLevelTable_639247799493651840.xlsx,1012070000010109,2VD012070000010109Z,262,2VD012070000010109Z > 3050235,3050235,Diamond,F-G/VS2BC1,1.0,1.0,1.0,0.0033,0.0033,0.0033
F_BOMLevelTable_639247799493651840.xlsx,1012070000010110,2VD012070000010110Z,270,2VD012070000010110Z > 3050051,3050051,Diamond,DIRDBR0435,1.0,1.0,1.0,0.0031,0.0031,0.0031
F_BOMLevelTable_639247799493651840.xlsx,1012070003030104,2GC012070003030104Z,283,2GC012070003030104Z > 2VD012070003030100Z > 3080403,3080403,Artificial stone,CZ-20 :Whi,24.0,1.0,24.0,0.06,0.0025,0.06
F_BOMLevelTable_639247799493651840.xlsx,1012070003030104,2VD012070003030100Z,283,2VD012070003030100Z > 3080403,3080403,Artificial stone,CZ-20 :Whi,24.0,1.0,24.0,0.06,0.0025,0.06
F_BOMLevelTable_639247799493651840.xlsx,1012070003030105,2GC012070003030105Z,291,2GC012070003030105Z > 2VD012070003030100Z > 3080403,3080403,Artificial stone,CZ-20 :Whi,24.0,1.0,24.0,0.06,0.0025,0.06
F_BOMLevelTable_639247799493651840.xlsx,1012070003030105,2VD012070003030100Z,291,2VD012070003030100Z > 3080403,3080403,Artificial stone,CZ-20 :Whi,24.0,1.0,24.0,0.06,0.0025,0.06
F_BOMLevelTable_639247799493651840.xlsx,1012070O00010109,2VD012070000010109Z,297,2VD012070000010109Z > 3050235,3050235,Diamond,F-G/VS2BC1,1.0,1.0,1.0,0.0033,0.0033,0.0033
F_BOMLevelTable_639247799493651840.xlsx,1012070O00010110,2VD012070000010110Z,305,2VD012070000010110Z > 3050051,3050051,Diamond,DIRDBR0435,1.0,1.0,1.0,0.0031,0.0031,0.0031
F_BOMLevelTable_639247799493651840.xlsx,1012080002030105,2GD012080002030100Z,320,2GD012080002030100Z > 3040105,3040105,Pearl,WH-PL-58 :,1.0,1.0,1.0,0.4,0.4,0.4
F_BOMLevelTable_639247799493651840.xlsx,1012080002030105,2GD012080002030100Z,322,2GD012080002030100Z > 2VD012080002030100Z > 3080371,3080371,Artificial stone,CZ-09 :Whi,1.0,1.0,1.0,0.0033,0.0033,0.0033
F_BOMLevelTable_639247799493651840.xlsx,1012080002030105,2VD012080002030100Z,322,2VD012080002030100Z > 3080371,3080371,Artificial stone,CZ-09 :Whi,1.0,1.0,1.0,0.0033,0.0033,0.0033
F_BOMLevelTable_639247799493651840.xlsx,1012080002030205,2GD012080002030205Z,330,2GD012080002030205Z > 3080532,3080532,Artificial stone,GR-AT-CR-2,1.0,1.0,1.0,0.31,0.31,0.31
F_BOMLevelTable_639247799493651840.xlsx,1012080002030205,2GD012080002030205Z,332,2GD012080002030205Z > 2VD012080002030100Z > 3080371,3080371,Artificial stone,CZ-09 :Whi,1.0,1.0,1.0,0.0033,0.0033,0.0033
F_BOMLevelTable_639247799493651840.xlsx,1012080002030205,2VD012080002030100Z,332,2VD012080002030100Z > 3080371,3080371,Artificial stone,CZ-09 :Whi,1.0,1.0,1.0,0.0033,0.0033,0.0033
F_BOMLevelTable_639247799493651840.xlsx,1012080002030305,2GD012080002030305Z,342,2GD012080002030305Z > 2VD012080002030100Z > 3080371,3080371,Artificial stone,CZ-09 :Whi,1.0,1.0,1.0,0.0033,0.0033,0.0033
F_BOMLevelTable_639247799493651840.xlsx,1012080002030305,2GD012080002030305Z,341,2GD012080002030305Z > 3080235,3080235,Artificial stone,BLU-CR-31,2.0,1.0,2.0,0.72,0.36,0.72
F_BOMLevelTable_639247799493651840.xlsx,1012080002030305,2VD012080002030100Z,342,2VD012080002030100Z > 3080371,3080371,Artificial stone,CZ-09 :Whi,1.0,1.0,1.0,0.0033,0.0033,0.0033
F_BOMLevelTable_639247799493651840.xlsx,1012080002030405,2GD012080002030405Z,352,2GD012080002030405Z > 2VD012080002030100Z > 3080371,3080371,Artificial stone,CZ-09 :Whi,1.0,1.0,1.0,0.0033,0.0033,0.0033
F_BOMLevelTable_639247799493651840.xlsx,1012080002030405,2GD012080002030405Z,351,2GD012080002030405Z > 3080347,3080347,Artificial stone,CO-CR-01 :,2.0,1.0,2.0,0.62,0.31,0.62
F_BOMLevelTable_639247799493651840.xlsx,1012080002030405,2VD012080002030100Z,352,2VD012080002030100Z > 3080371,3080371,Artificial stone,CZ-09 :Whi,1.0,1.0,1.0,0.0033,0.0033,0.0033
F_BOMLevelTable_639247799493651840.xlsx,1012080026030105,2GD012080026030100Z,361,2GD012080026030100Z > 3081211,3081211,Artificial stone,MID-GR-CR-,1.0,1.0,1.0,0.0,,
F_BOMLevelTable_639247799493651840.xlsx,1012080026030105,2GD012080026030100Z,362,2GD012080026030100Z > 3081212,3081212,Artificial stone,"LB-CR-05,",2.0,1.0,2.0,0.0,,
F_BOMLevelTable_639247799493651840.xlsx,1012080026030205,2GD012080026030200Z,369,2GD012080026030200Z > 3080700,3080700,Artificial stone,MG-CR-05 :,2.0,1.0,2.0,0.3,0.15,0.3
F_BOMLevelTable_639247799493651840.xlsx,1012080026030205,2GD012080026030200Z,370,2GD012080026030200Z > 3081214,3081214,Artificial stone,"OL-CR-28,",1.0,1.0,1.0,0.0,,
F_BOMLevelTable_639247799493651840.xlsx,1012080026030305,2GD012080026030300Z,378,2GD012080026030300Z > 3081215,3081215,Artificial stone,PL-PU-CR-0,2.0,1.0,2.0,0.0,,
F_BOMLevelTable_639247799493651840.xlsx,1012080026030305,2GD012080026030300Z,379,2GD012080026030300Z > 3081216,3081216,Artificial stone,BR-CR-04:,1.0,1.0,1.0,0.0,,
F_BOMLevelTable_639247799493651840.xlsx,1012080026030405,2GD012080026030405Z,387,2GD012080026030405Z > 3081211,3081211,Artificial stone,MID-GR-CR-,2.0,1.0,2.0,0.0,,
F_BOMLevelTable_639247799493651840.xlsx,1012080026030405,2GD012080026030405Z,388,2GD012080026030405Z > 3081212,3081212,Artificial stone,"LB-CR-05,",1.0,1.0,1.0,0.0,,
F_BOMLevelTable_639247799493651840.xlsx,1012080026030505,2GD012080026030505Z,396,2GD012080026030505Z > 3080936,3080936,Artificial stone,RO-CR-16 :,2.0,1.0,2.0,0.26,0.13,0.26
F_BOMLevelTable_639247799493651840.xlsx,1012080026030505,2GD012080026030505Z,397,2GD012080026030505Z > 3081222,3081222,Artificial stone,RO-CR-17:,1.0,1.0,1.0,0.0,,
F_BOMLevelTable_639247799493651840.xlsx,1012080026030605,2GD012080026030605Z,404,2GD012080026030605Z > 3081215,3081215,Artificial stone,PL-PU-CR-0,2.0,1.0,2.0,0.0,,
F_BOMLevelTable_639247799493651840.xlsx,1012080026030605,2GD012080026030605Z,405,2GD012080026030605Z > 3081216,3081216,Artificial stone,BR-CR-04:,1.0,1.0,1.0,0.0,,
F_BOMLevelTable_639247799493651840.xlsx,1012100026010109,2GD012100026010109Z,413,2GD012100026010109Z > 3070730,3070730,Natural stone,BLX-156 :O,1.0,1.0,1.0,3.35,3.35,3.35
F_BOMLevelTable_639247799493651840.xlsx,1012100026010209,2GD012100026010209Z,417,2GD012100026010209Z > 3070726,3070726,Natural stone,GR-MAL-01,1.0,1.0,1.0,5.2,5.2,5.2
F_BOMLevelTable_639247799493651840.xlsx,1012100026010309,2GD012100026010309Z,421,2GD012100026010309Z > 3070729,3070729,Natural stone,GRX-13 :ON,1.0,1.0,1.0,3.43,3.43,3.43
F_BOMLevelTable_639247799493651840.xlsx,1012100026010409,2GD012100026010409Z,425,2GD012100026010409Z > 3070727,3070727,Natural stone,RE-JP-02 :,1.0,1.0,1.0,3.87,3.87,3.87
F_BOMLevelTable_639247799493651840.xlsx,1012100026010509,2GD012100026010509Z,429,2GD012100026010509Z > 3070728,3070728,Natural stone,REX-18 :ON,1.0,1.0,1.0,3.43,3.43,3.43
F_BOMLevelTable_639247799493651840.xlsx,1012100026010609,2GD012100026010609Z,433,2GD012100026010609Z > 3070722,3070722,Natural stone,RD-TE-02 :,1.0,1.0,1.0,3.58,3.58,3.58
F_BOMLevelTable_639247799493651840.xlsx,1012110002030105,2GD012110002030105Z,442,2GD012110002030105Z > 3080085,3080085,Artificial stone,AB-CR-06 :,1.0,1.0,1.0,0.67,0.67,0.67
F_BOMLevelTable_639247799493651840.xlsx,1012110002030105,2GD012110002030105Z,445,2GD012110002030105Z > 2VD012110002030100Z > 3080369,3080369,Artificial stone,CZ-05 :Whi,2.0,1.0,2.0,0.048,0.024,0.048
F_BOMLevelTable_639247799493651840.xlsx,1012110002030105,2GD012110002030105Z,446,2GD012110002030105Z > 2VD012110002030100Z > 3080368,3080368,Artificial stone,CZ-04 :Whi,1.0,1.0,1.0,0.006,0.006,0.006
F_BOMLevelTable_639247799493651840.xlsx,1012110002030105,2VD012110002030100Z,445,2VD012110002030100Z > 3080369,3080369,Artificial stone,CZ-05 :Whi,2.0,1.0,2.0,0.048,0.024,0.048
F_BOMLevelTable_639247799493651840.xlsx,1012110002030105,2VD012110002030100Z,446,2VD012110002030100Z > 3080368,3080368,Artificial stone,CZ-04 :Whi,1.0,1.0,1.0,0.006,0.006,0.006
F_BOMLevelTable_639247799493651840.xlsx,1012110002030205,2GD012110002030205Z,455,2GD012110002030205Z > 2VD012110002030100Z > 3080369,3080369,Artificial stone,CZ-05 :Whi,2.0,1.0,2.0,0.048,0.024,0.048
F_BOMLevelTable_639247799493651840.xlsx,1012110002030205,2GD012110002030205Z,456,2GD012110002030205Z > 2VD012110002030100Z > 3080368,3080368,Artificial stone,CZ-04 :Whi,1.0,1.0,1.0,0.006,0.006,0.006
F_BOMLevelTable_639247799493651840.xlsx,1012110002030205,2GD012110002030205Z,453,2GD012110002030205Z > 3080535,3080535,Artificial stone,GR-AT-CR-3,1.0,1.0,1.0,1.71,1.71,1.71
F_BOMLevelTable_639247799493651840.xlsx,1012110002030205,2VD012110002030100Z,455,2VD012110002030100Z > 3080369,3080369,Artificial stone,CZ-05 :Whi,2.0,1.0,2.0,0.048,0.024,0.048
F_BOMLevelTable_639247799493651840.xlsx,1012110002030205,2VD012110002030100Z,456,2VD012110002030100Z > 3080368,3080368,Artificial stone,CZ-04 :Whi,1.0,1.0,1.0,0.006,0.006,0.006
F_BOMLevelTable_639247799493651840.xlsx,1012110002030305,2GD012110002030305Z,462,2GD012110002030305Z > 3040088,3040088,Pearl,WH-PL-37 :,1.0,1.0,1.0,0.058,0.058,0.058
F_BOMLevelTable_639247799493651840.xlsx,1012110002030305,2GD012110002030305Z,465,2GD012110002030305Z > 2VD012110002030100Z > 3080369,3080369,Artificial stone,CZ-05 :Whi,2.0,1.0,2.0,0.048,0.024,0.048
F_BOMLevelTable_639247799493651840.xlsx,1012110002030305,2GD012110002030305Z,466,2GD012110002030305Z > 2VD012110002030100Z > 3080368,3080368,Artificial stone,CZ-04 :Whi,1.0,1.0,1.0,0.006,0.006,0.006
F_BOMLevelTable_639247799493651840.xlsx,1012110002030305,2VD012110002030100Z,465,2VD012110002030100Z > 3080369,3080369,Artificial stone,CZ-05 :Whi,2.0,1.0,2.0,0.048,0.024,0.048
F_BOMLevelTable_639247799493651840.xlsx,1012110002030305,2VD012110002030100Z,466,2VD012110002030100Z > 3080368,3080368,Artificial stone,CZ-04 :Whi,1.0,1.0,1.0,0.006,0.006,0.006
F_BOMLevelTable_639247799493651840.xlsx,1012110005030105,2GC012110005030105A,481,2GC012110005030105A > 2GD012110005030105A > 2VD012110005030100A > 3080420,3080420,Artificial stone,CZ-42 :Whi,1.0,1.0,1.0,0.018,0.018,0.018
F_BOMLevelTable_639247799493651840.xlsx,1012110005030105,2GC012110005030105A,482,2GC012110005030105A > 2GD012110005030105A > 2VD012110005030100A > 3080367,3080367,Artificial stone,CZ-03 :Whi,1.0,1.0,1.0,0.0128,0.0128,0.0128
F_BOMLevelTable_639247799493651840.xlsx,1012110005030105,2GC012110005030105A,483,2GC012110005030105A > 2GD012110005030105A > 2VD012110005030100A > 3080371,3080371,Artificial stone,CZ-09 :Whi,1.0,1.0,1.0,0.0033,0.0033,0.0033
F_BOMLevelTable_639247799493651840.xlsx,1012110005030105,2GC012110005030105A,478,2GC012110005030105A > 2GD012110005030105A > 3040095,3040095,Pearl,WH-PL-48 :,1.0,1.0,1.0,0.0025,0.0025,0.0025
F_BOMLevelTable_639247799493651840.xlsx,1012110005030105,2GC012110005030105B,485,2GC012110005030105B > 2GD012110005030105B > 2VD012110005030100B > 3080420,3080420,Artificial stone,CZ-42 :Whi,1.0,1.0,1.0,0.018,0.018,0.018
F_BOMLevelTable_639247799493651840.xlsx,1012110005030105,2GC012110005030105B,486,2GC012110005030105B > 2GD012110005030105B > 2VD012110005030100B > 3080367,3080367,Artificial stone,CZ-03 :Whi,1.0,1.0,1.0,0.0128,0.0128,0.0128
F_BOMLevelTable_639247799493651840.xlsx,1012110005030105,2GC012110005030105B,487,2GC012110005030105B > 2GD012110005030105B > 2VD012110005030100B > 3080371,3080371,Artificial stone,CZ-09 :Whi,1.0,1.0,1.0,0.0033,0.0033,0.0033
F_BOMLevelTable_639247799493651840.xlsx,1012110005030105,2GC012110005030105B,480,2GC012110005030105B > 2GD012110005030105B > 3040095,3040095,Pearl,WH-PL-48 :,1.0,1.0,1.0,0.0025,0.0025,0.0025
